PARTYEAR,Month_Ending,FY_Start_Date,FY_End_Date,TRETSPEF,TRETSPEF_DESCRIPTION,FCE,FCEs_With_Procedure,Ordinary_Admission_Episodes,FCE_DAY_CASES,FCE_DAY_WITH_PROCEDURE,FAE,EMERGENCY,Total_Appointments,Attended_Appointments,DNA_Appointments,First_Attendance,Follow_Up_Attendance,Latest_Month_Flag
201999,31JAN20,01APR19,31MAR20,107,Vascular Surgery,9334,7451,5689,3645,3308,8001,2260,69366,50004,4808,21919,28085,1
201999,31JAN20,01APR19,31MAR20,108,Spinal Surgery Service,4285,3692,2293,1992,1890,3896,496,37645,29471,1682,9851,19620,1
201999,31JAN20,01APR19,31MAR20,110,Trauma & Orthopaedics,92586,79616,54239,38347,36540,84692,23112,828145,654452,46330,224804,429632,1
201999,31JAN20,01APR19,31MAR20,120,"Ear, Nose & Throat (ENT)",26415,20782,13447,12968,12087,25465,8026,351905,254278,22970,106521,147757,1
201999,31JAN20,01APR19,31MAR20,130,Ophthalmology,70851,67166,3270,67581,64738,70154,1356,935791,724650,58298,174191,548777,1
201999,31JAN20,01APR19,31MAR20,140,Oral Surgery,15171,14010,1777,13394,12593,14930,854,111683,81521,8833,37548,43973,1
201999,31JAN20,01APR19,31MAR20,141,Restorative Dentistry,898,868,14,884,856,896,0,50297,37923,2957,7536,30387,1
201999,31JAN20,01APR19,31MAR20,142,Paediatric Dentistry,2200,1904,84,2116,1825,2200,6,16328,11623,1652,3698,7924,1
201999,31JAN20,01APR19,31MAR20,143,Orthodontics,41,34,6,35,32,38,3,93002,72671,5544,6033,66638,1
201999,31JAN20,01APR19,31MAR20,144,Maxillo Facial Surgery,9573,8494,2818,6755,6367,9408,1529,70795,50108,5563,19570,30538,1
201999,31JAN20,01APR19,31MAR20,150,Neurosurgery,7498,6148,6231,1267,1155,6132,1845,42170,30891,2328,11757,19134,1
201999,31JAN20,01APR19,31MAR20,160,Plastic Surgery,20221,18152,5876,14345,13578,19796,3446,121591,92000,7640,26565,65071,1
201999,31JAN20,01APR19,31MAR20,161,Burns Care,437,283,415,22,20,409,353,6419,5298,370,1407,3891,1
201999,31JAN20,01APR19,31MAR20,170,Cardiothoracic Surgery,1157,935,1126,31,30,776,157,5576,4350,279,1598,2752,1
201999,31JAN20,01APR19,31MAR20,171,Paediatric Surgery,4818,3712,2815,2003,1849,4341,1379,19730,14035,1386,6594,7441,1
201999,31JAN20,01APR19,31MAR20,172,Cardiac Surgery,2572,2030,2541,31,25,1912,311,8023,6631,315,1960,4671,1
201999,31JAN20,01APR19,31MAR20,173,Thoracic Surgery,2226,1893,2146,80,73,1977,292,6949,5561,364,1760,3801,1
201999,31JAN20,01APR19,31MAR20,174,Cardiothoracic Transplantation,313,267,239,74,71,289,83,1911,1623,60,108,1515,1
201999,31JAN20,01APR19,31MAR20,180,Accident & Emergency (A&E),63728,13881,63618,110,87,62677,62532,19021,16677,1234,13529,3148,1
201999,31JAN20,01APR19,31MAR20,190,Anaesthetics,930,752,451,479,445,647,151,67187,55006,2784,21233,33773,1
201999,31JAN20,01APR19,31MAR20,191,Pain Management,14774,14164,417,14357,13796,14646,82,95759,68414,6821,19755,48659,1
201999,31JAN20,01APR19,31MAR20,192,Critical Care Medicine,3735,2050,3731,4,3,1210,1105,937,680,116,364,316,1
201999,31JAN20,01APR19,31MAR20,199,"Non-UK Provider; specialty function not known, treatment mainly surgical",374,0,374,0,0,175,90,100,0,38,0,0,1
201999,31JAN20,01APR19,31MAR20,211,Paediatric Urology,1922,1691,613,1309,1211,1893,139,10705,7345,860,2718,4627,1
201999,31JAN20,01APR19,31MAR20,212,Paediatric Transplantation Surgery,54,35,32,22,9,51,8,14,9,0,2,7,1
201999,31JAN20,01APR19,31MAR20,213,Paediatric Gastrointestinal Surgery,4,2,3,1,1,4,2,1,1,0,0,1,1
201999,31JAN20,01APR19,31MAR20,214,Paediatric Trauma and Orthopaedics,2126,1818,1314,812,727,2007,539,41634,30065,3409,12221,17844,1
201999,31JAN20,01APR19,31MAR20,215,Paediatric Ear Nose and Throat,3093,2727,1338,1755,1653,3023,358,26572,18382,1973,7766,10616,1
201999,31JAN20,01APR19,31MAR20,216,Paediatric Ophthalmology,684,632,108,576,542,679,22,61528,44867,6178,11560,33307,1
201999,31JAN20,01APR19,31MAR20,217,Paediatric Maxillo-facial Surgery,372,342,148,224,213,363,104,2604,1871,150,789,1082,1
201999,31JAN20,01APR19,31MAR20,218,Paediatric Neurosurgery,751,591,571,180,159,597,148,3012,2304,179,656,1648,1
201999,31JAN20,01APR19,31MAR20,219,Paediatric Plastic Surgery,1616,1444,878,738,682,1600,578,10571,8654,647,2924,5730,1
201999,31JAN20,01APR19,31MAR20,220,Paediatric Burns Care,298,267,267,31,28,293,221,2715,2369,114,520,1849,1
201999,31JAN20,01APR19,31MAR20,221,Paediatric Cardiac Surgery,313,266,305,8,6,198,19,238,211,10,91,120,1
201999,31JAN20,01APR19,31MAR20,222,Paediatric Thoracic Surgery,5,5,5,0,0,5,0,29,29,0,13,16,1
201999,31JAN20,01APR19,31MAR20,223,Paediatric Epilepsy,56,40,41,15,15,52,9,5051,3711,407,693,3018,1
201999,31JAN20,01APR19,31MAR20,241,Paediatric Pain Management,8,7,0,8,7,8,0,471,331,32,73,258,1
201999,31JAN20,01APR19,31MAR20,242,Paediatric Intensive Care,854,637,851,3,0,393,281,242,229,11,26,203,1
201999,31JAN20,01APR19,31MAR20,251,Paediatric Gastroenterology,2725,2393,527,2198,2027,2654,118,14194,9958,926,2461,7497,1
201999,31JAN20,01APR19,31MAR20,252,Paediatric Endocrinology,1059,940,158,901,828,1048,22,10805,7864,800,1644,6220,1
201999,31JAN20,01APR19,31MAR20,253,Paediatric Clinical Haematology,2778,2443,692,2086,2002,2720,243,9366,7252,566,1039,6213,1
201999,31JAN20,01APR19,31MAR20,254,Paediatric Audiological Medicine,41,34,8,33,27,41,1,8380,6124,731,2497,3627,1
201999,31JAN20,01APR19,31MAR20,255,Paediatric Clinical Immunology and Allergy,1347,720,30,1317,705,1334,11,11683,8078,878,3205,4873,1
201999,31JAN20,01APR19,31MAR20,256,Paediatric Infectious Diseases,200,100,95,105,72,151,36,1446,1130,140,321,809,1
201999,31JAN20,01APR19,31MAR20,257,Paediatric Dermatology,320,232,41,279,211,319,15,20899,14169,1735,4947,9213,1
201999,31JAN20,01APR19,31MAR20,258,Paediatric Respiratory Medicine,1970,1291,1440,530,388,1781,410,18273,13206,1505,3564,9642,1
201999,31JAN20,01APR19,31MAR20,259,Paediatric Nephrology,1077,877,293,784,708,1035,132,7208,5764,395,694,5070,1
201999,31JAN20,01APR19,31MAR20,260,Paediatric Medical Oncology,3698,3086,1225,2473,2310,3581,471,7542,6387,231,332,6055,1
201999,31JAN20,01APR19,31MAR20,261,Paediatric Metabolic Disease,250,184,90,160,133,242,23,1668,1203,102,171,1032,1
201999,31JAN20,01APR19,31MAR20,262,Paediatric Rheumatology,1180,947,86,1094,881,1169,20,6651,5002,338,1048,3906,1
201999,31JAN20,01APR19,31MAR20,263,Paediatric Diabetic Medicine,102,9,71,31,6,83,47,14445,11297,884,371,10926,1
201999,31JAN20,01APR19,31MAR20,264,Paediatric Cystic Fibrosis,233,166,134,99,69,212,37,2135,1678,63,33,1645,1
201999,31JAN20,01APR19,31MAR20,280,Paediatric Interventional Radiology,57,55,19,38,36,42,0,239,192,6,37,155,1
201999,31JAN20,01APR19,31MAR20,290,Community Paediatrics,64,29,27,37,26,64,26,41499,33011,3136,7975,25036,1
201999,31JAN20,01APR19,31MAR20,291,Paediatric Neuro-disability,51,49,14,37,36,51,0,8596,6465,718,1522,4943,1
201999,31JAN20,01APR19,31MAR20,300,General Medicine,340677,95150,319443,21234,18041,241722,217651,129062,108828,6596,49831,58956,1
201999,31JAN20,01APR19,31MAR20,301,Gastroenterology,147577,126854,28596,118981,114391,125639,4517,256697,183505,19824,65216,118289,1
201999,31JAN20,01APR19,31MAR20,302,Endocrinology,11634,4924,8736,2898,2727,5606,2535,93553,63756,7682,15846,47910,1
201999,31JAN20,01APR19,31MAR20,303,Clinical Haematology,62888,57051,12240,50648,48786,60324,2995,220899,175292,13057,21430,153862,1
201999,31JAN20,01APR19,31MAR20,304,Clinical Physiology,4,4,1,3,3,3,0,67824,53441,4340,28781,24660,1
201999,31JAN20,01APR19,31MAR20,305,Clinical Pharmacology,607,233,571,36,34,220,133,1579,1147,107,224,923,1
201999,31JAN20,01APR19,31MAR20,306,Hepatology,3713,2534,2128,1585,1467,2290,265,45751,31210,5363,7418,23792,1
201999,31JAN20,01APR19,31MAR20,307,Diabetic Medicine,7228,2118,6771,457,424,2887,2386,144951,107705,14022,17910,89795,1
201999,31JAN20,01APR19,31MAR20,308,Bone & Marrow Transplantation,577,507,345,232,215,518,63,3449,2842,114,126,2716,1
201999,31JAN20,01APR19,31MAR20,309,Haemophilia,178,159,31,147,146,175,23,4495,3143,515,453,2690,1
201999,31JAN20,01APR19,31MAR20,310,Audiological Medicine,1,1,0,1,1,1,0,48785,38794,2428,15837,22957,1
201999,31JAN20,01APR19,31MAR20,311,Clinical Genetics,18,14,6,12,10,16,2,11410,9005,761,5535,3470,1
201999,31JAN20,01APR19,31MAR20,313,Clinical Immunology & Allergy,1012,920,16,996,914,1007,4,6445,4028,463,1716,2312,1
201999,31JAN20,01APR19,31MAR20,314,Rehabilitation,5602,3205,5507,95,88,2944,609,34490,26173,2173,5804,20369,1
201999,31JAN20,01APR19,31MAR20,315,Palliative Medicine,999,203,991,8,7,431,228,10835,9474,416,2123,7351,1
201999,31JAN20,01APR19,31MAR20,316,Clinical Immunology,1120,1092,16,1104,1079,1117,4,4144,2810,299,694,2116,1
201999,31JAN20,01APR19,31MAR20,317,Allergy,1249,973,9,1240,966,1247,1,12463,8438,1069,3475,4963,1
201999,31JAN20,01APR19,31MAR20,318,Intermediate Care,1432,346,1432,0,0,604,98,88773,86971,1163,14345,72626,1
201999,31JAN20,01APR19,31MAR20,319,Respite Care,369,3,369,0,0,369,0,1,1,0,0,1,1
201999,31JAN20,01APR19,31MAR20,320,Cardiology,61160,40210,42498,18662,17342,36580,12150,449174,347178,28091,152634,194544,1
201999,31JAN20,01APR19,31MAR20,321,Paediatric Cardiology,1244,1076,674,570,517,1036,116,22397,17054,1326,5209,11841,1
201999,31JAN20,01APR19,31MAR20,322,Clinical Microbiology,18,10,11,7,7,12,4,214,181,12,65,116,1
201999,31JAN20,01APR19,31MAR20,323,Spinal Injuries,277,229,218,59,53,210,12,2454,1789,131,149,1640,1
201999,31JAN20,01APR19,31MAR20,324,Anticoagulant Service,7,5,3,4,4,7,2,89744,78469,5642,5057,73412,1
201999,31JAN20,01APR19,31MAR20,325,Sport & Exercise Medicine,358,129,351,7,7,331,321,2165,1439,128,577,862,1
201999,31JAN20,01APR19,31MAR20,327,Cardiac Rehabilitation,,,,,,,,17234,12862,1173,1828,11034,1
201999,31JAN20,01APR19,31MAR20,328,Stroke Medicine,10525,5879,10515,10,10,4807,4529,10059,7470,913,3620,3850,1
201999,31JAN20,01APR19,31MAR20,329,Transient Ischaemic Attack,198,124,173,25,23,158,120,11198,9467,526,7528,1939,1
201999,31JAN20,01APR19,31MAR20,330,Dermatology,13283,12511,342,12941,12326,13168,100,415473,311997,23741,93735,217770,1
201999,31JAN20,01APR19,31MAR20,331,Congenital Heart Disease Service,105,86,66,39,36,86,19,6992,4907,485,954,3953,1
201999,31JAN20,01APR19,31MAR20,340,Respiratory Medicine (Thoracic Medicine),57827,20774,48768,9059,7413,23328,12506,256062,186469,20251,61877,124590,1
201999,31JAN20,01APR19,31MAR20,341,Respiratory Physiology,1424,1354,1048,376,371,1376,42,58733,44688,4945,15197,29491,1
201999,31JAN20,01APR19,31MAR20,342,Programmed Pulmonary Rehabilitation,,,,,,,,4882,4106,306,516,3590,1
201999,31JAN20,01APR19,31MAR20,343,Adult Cystic Fibrosis,850,345,483,367,119,709,140,3160,2404,236,47,2357,1
201999,31JAN20,01APR19,31MAR20,344,Complex Specialised Rehabilitation Service,33,29,33,0,0,22,1,1405,1271,78,345,926,1
201999,31JAN20,01APR19,31MAR20,345,Specialist Rehabilitation Service,18,14,18,0,0,9,1,251,216,20,33,183,1
201999,31JAN20,01APR19,31MAR20,346,Local Specialist Rehabilitation Service,18,9,17,1,1,6,0,86,77,9,11,66,1
201999,31JAN20,01APR19,31MAR20,350,Infectious Diseases,3332,1400,2780,552,527,1504,880,20860,15106,3213,3478,11628,1
201999,31JAN20,01APR19,31MAR20,352,Tropical Medicine,66,37,41,25,23,36,11,1080,994,71,610,384,1
201999,31JAN20,01APR19,31MAR20,360,Genitourinary Medicine,74,37,57,17,13,41,8,9915,8296,858,2481,5815,1
201999,31JAN20,01APR19,31MAR20,361,Nephrology,16070,10038,11889,4181,3815,8872,3506,130118,100434,8474,10734,89384,1
201999,31JAN20,01APR19,31MAR20,370,Medical Oncology,37375,33004,7219,30156,28456,36367,3391,186827,156139,5219,14866,141273,1
201999,31JAN20,01APR19,31MAR20,371,Nuclear Medicine,55,53,33,22,22,54,2,3613,2852,105,961,1891,1
201999,31JAN20,01APR19,31MAR20,400,Neurology,14131,11954,5400,8731,8229,12332,1904,199795,138758,15750,46509,91768,1
201999,31JAN20,01APR19,31MAR20,401,Clinical Neuro-physiology,193,186,40,153,150,188,7,27846,22852,1809,20821,2031,1
201999,31JAN20,01APR19,31MAR20,410,Rheumatology,14198,13066,1181,13017,12527,13653,326,278925,199286,17748,37080,162206,1
201999,31JAN20,01APR19,31MAR20,420,Paediatrics,75374,11175,70745,4629,3497,71114,59790,217157,161680,16174,76600,85041,1
201999,31JAN20,01APR19,31MAR20,421,Paediatric Neurology,1154,922,389,765,646,1064,102,11393,8298,732,2254,6044,1
201999,31JAN20,01APR19,31MAR20,422,Neonatology,14093,5022,14066,27,24,10826,749,8238,6722,620,2254,4468,1
201999,31JAN20,01APR19,31MAR20,424,Well Babies,35121,1343,35120,1,0,34752,286,9521,7449,459,2064,5385,1
201999,31JAN20,01APR19,31MAR20,430,Geriatric Medicine,81602,22634,80325,1277,936,28269,25689,57179,41668,4189,19126,22542,1
201999,31JAN20,01APR19,31MAR20,450,Dental Medicine Specialties,398,384,11,387,374,398,2,11733,8687,934,3079,5608,1
201999,31JAN20,01APR19,31MAR20,460,Medical Ophthalmology,573,569,0,573,569,573,0,11783,9134,1072,1545,7589,1
201999,31JAN20,01APR19,31MAR20,499,"Non-UK Provider; specialty function not known, treatment mainly medical",9,0,9,0,0,9,3,,,,,,
201999,31JAN20,01APR19,31MAR20,501,Obstetrics,81323,45115,80813,510,480,78304,1282,389421,324393,22394,86284,238109,1
201999,31JAN20,01APR19,31MAR20,502,Gynaecology,46143,33149,25513,20630,19142,44781,15582,402912,306885,23200,142826,164059,1
201999,31JAN20,01APR19,31MAR20,503,Gynaecological Oncology,1910,1704,1231,679,629,1806,93,26180,20281,1262,7864,12417,1
201999,31JAN20,01APR19,31MAR20,560,Midwife episode,18693,8032,18690,3,3,18320,617,285038,237487,15238,57235,180252,1
201999,31JAN20,01APR19,31MAR20,650,Physiotherapy,66,58,6,60,56,65,3,603074,475976,43755,128803,347173,1
201999,31JAN20,01APR19,31MAR20,651,Occupational Therapy,,,,,,,,59941,50157,4013,14840,35317,1
201999,31JAN20,01APR19,31MAR20,652,Speech and Language Therapy,,,,,,,,24976,21711,1050,4655,17049,1
201999,31JAN20,01APR19,31MAR20,653,Podiatry,327,318,69,258,252,327,2,93404,76020,5730,12267,63753,1
201999,31JAN20,01APR19,31MAR20,654,Dietetics,4,2,2,2,0,4,1,69885,54880,5653,16825,38055,1
201999,31JAN20,01APR19,31MAR20,655,Orthoptics,5,4,2,3,3,3,0,63686,46555,6104,9924,36631,1
201999,31JAN20,01APR19,31MAR20,656,Clinical Psychology,1,1,1,0,0,1,1,19555,15716,1426,3160,12556,1
201999,31JAN20,01APR19,31MAR20,657,Prosthetics,,,,,,,,1448,1187,71,170,1017,1
201999,31JAN20,01APR19,31MAR20,658,Orthotics,1,1,0,1,1,1,0,35211,28360,2230,9997,18363,1
201999,31JAN20,01APR19,31MAR20,660,Art Therapy,,,,,,,,36,36,0,0,36,1
201999,31JAN20,01APR19,31MAR20,661,Music Therapy,,,,,,,,10,9,0,9,0,1
201999,31JAN20,01APR19,31MAR20,662,Optometry,1,1,1,0,0,1,1,11264,8240,1074,2679,5561,1
201999,31JAN20,01APR19,31MAR20,663,Podiatric Surgery,336,319,3,333,316,336,0,3505,2474,210,518,1956,1
201999,31JAN20,01APR19,31MAR20,700,Learning Disability (previously MH),362,0,335,27,0,348,48,13326,10625,905,2580,8045,1
201999,31JAN20,01APR19,31MAR20,710,Adult Mental Illness,6155,34,6153,2,0,4513,3410,125389,90916,16399,13543,77373,1
201999,31JAN20,01APR19,31MAR20,711,Child & Adolescent Psychiatry,218,8,205,13,5,177,68,34057,28014,3061,4317,23697,1
201999,31JAN20,01APR19,31MAR20,712,Forensic Psychiatry,146,0,146,0,0,57,11,1343,1098,79,162,936,1
201999,31JAN20,01APR19,31MAR20,713,Psychotherapy,10,9,1,9,9,10,1,5516,3737,346,550,3187,1
201999,31JAN20,01APR19,31MAR20,715,Old Age Psychiatry,977,19,977,0,0,734,427,28683,21325,1527,4688,16637,1
201999,31JAN20,01APR19,31MAR20,720,Eating Disorders,12,0,12,0,0,9,2,930,746,55,33,713,1
201999,31JAN20,01APR19,31MAR20,721,Addiction Services,51,11,51,0,0,48,3,472,191,184,39,152,1
201999,31JAN20,01APR19,31MAR20,722,Liaison Psychiatry,4,0,4,0,0,4,4,1183,963,106,332,631,1
201999,31JAN20,01APR19,31MAR20,723,Psychiatric Intensive Care,48,0,48,0,0,19,9,1,1,0,1,0,1
201999,31JAN20,01APR19,31MAR20,724,Perinatal Psychiatry,16,0,16,0,0,14,5,629,413,109,70,343,1
201999,31JAN20,01APR19,31MAR20,725,Mental Health Recovery and Rehabilitation Service,4,0,4,0,0,2,1,639,399,78,34,365,1
201999,31JAN20,01APR19,31MAR20,727,Dementia Assessment Service,,,,,,,,305,291,11,41,250,1
201999,31JAN20,01APR19,31MAR20,800,Clinical Oncology (previously Radiotherapy),36852,32806,6391,30461,29093,35299,2578,272163,238859,6252,33121,205738,1
201999,31JAN20,01APR19,31MAR20,811,Interventional Radiology,6883,6486,1691,5192,4995,5797,52,9351,8592,278,5817,2775,1
201999,31JAN20,01APR19,31MAR20,812,Diagnostic Imaging,1300,1206,101,1199,1121,1223,5,464005,439607,5037,254912,184695,1
201999,31JAN20,01APR19,31MAR20,822,Chemical Pathology,236,201,48,188,186,217,28,8339,5691,895,1871,3820,1
201999,31JAN20,01APR19,31MAR20,834,Medical Virology,4,1,4,0,0,3,3,2194,1379,415,72,1307,1
201999,31JAN20,01APR19,31MAR20,840,Audiology,2,0,2,0,0,2,0,143343,126882,6284,48212,78670,1
201999,31JAN20,01APR19,31MAR20,920,Diabetic Education Service,,,,,,,,1065,739,202,271,468,1
201999,31DEC19,01APR19,31MAR20,&,Not Known,532,63,518,14,13,500,324,6831,5116,625,1364,3717,1
201999,31DEC19,01APR19,31MAR20,100,General Surgery,107508,72835,68464,39044,36485,96559,49828,200537,152105,11486,61505,90600,1
201999,31DEC19,01APR19,31MAR20,101,Urology,53987,43389,25372,28615,26127,49668,11084,311663,224651,18413,72053,152598,1
201999,31DEC19,01APR19,31MAR20,102,Transplantation Surgery,1279,888,1041,238,208,949,414,8747,6883,556,488,6395,1
201999,31DEC19,01APR19,31MAR20,103,Breast Surgery,5414,5167,2054,3360,3273,5296,121,141014,112182,6812,56688,55494,1
201999,31DEC19,01APR19,31MAR20,104,Colorectal Surgery,23670,20148,7985,15685,15103,21666,3220,94450,69635,5841,33547,36088,1
201999,31DEC19,01APR19,31MAR20,105,Hepatobiliary & Pancreatic Surgery,2723,1807,2410,313,274,1936,741,8164,5927,475,2013,3914,1
201999,31DEC19,01APR19,31MAR20,106,Upper Gastrointestinal Surgery,8120,6612,3567,4553,4330,7170,1460,20517,14548,1498,6313,8235,1
201999,31DEC19,01APR19,31MAR20,107,Vascular Surgery,8227,6513,5403,2824,2552,6919,2164,58027,40752,4193,18521,22231,1
201999,31DEC19,01APR19,31MAR20,108,Spinal Surgery Service,3939,3428,2129,1810,1740,3603,451,30406,23097,1461,7865,15232,1
201999,31DEC19,01APR19,31MAR20,110,Trauma & Orthopaedics,84408,71793,52971,31437,29902,76615,23274,709065,550749,41653,195216,355516,1
201999,31DEC19,01APR19,31MAR20,120,"Ear, Nose & Throat (ENT)",23124,17831,12397,10727,9994,22198,7646,305786,214205,21068,91380,122825,1
201999,31DEC19,01APR19,31MAR20,130,Ophthalmology,58378,55381,2887,55491,53138,57687,1337,802191,602226,51034,145844,455314,1
201999,31DEC19,01APR19,31MAR20,140,Oral Surgery,11819,10779,1780,10039,9396,11593,937,95032,67325,8306,31462,35861,1
201999,31DEC19,01APR19,31MAR20,141,Restorative Dentistry,634,608,9,625,599,633,0,38632,27936,2400,5907,22029,1
201999,31DEC19,01APR19,31MAR20,142,Paediatric Dentistry,1580,1308,61,1519,1257,1579,7,12914,8516,1353,2977,5539,1
201999,31DEC19,01APR19,31MAR20,143,Orthodontics,35,24,5,30,24,29,0,76184,57608,4942,4795,52813,1
201999,31DEC19,01APR19,31MAR20,144,Maxillo Facial Surgery,8166,7195,2885,5281,4982,7969,1642,60494,41477,4688,16462,25015,1
201999,31DEC19,01APR19,31MAR20,150,Neurosurgery,7027,5727,5983,1044,918,5753,1856,36034,25621,2078,9693,15928,1
201999,31DEC19,01APR19,31MAR20,160,Plastic Surgery,18291,16236,5985,12306,11592,17881,3669,107423,80865,6933,23923,56630,1
201999,31DEC19,01APR19,31MAR20,161,Burns Care,499,308,462,37,33,452,378,5938,4921,331,1371,3550,1
201999,31DEC19,01APR19,31MAR20,170,Cardiothoracic Surgery,1150,898,1125,25,20,787,152,4568,3584,219,1311,2273,1
201999,31DEC19,01APR19,31MAR20,171,Paediatric Surgery,3840,2959,2209,1631,1501,3497,1156,16810,11501,1377,5484,6017,1
201999,31DEC19,01APR19,31MAR20,172,Cardiac Surgery,2667,2114,2650,17,15,1912,303,6564,5383,246,1602,3781,1
201999,31DEC19,01APR19,31MAR20,173,Thoracic Surgery,2237,1885,2159,78,60,1988,308,5743,4565,352,1418,3147,1
201999,31DEC19,01APR19,31MAR20,174,Cardiothoracic Transplantation,213,174,174,39,36,195,84,1724,1433,50,83,1350,1
201999,31DEC19,01APR19,31MAR20,180,Accident & Emergency (A&E),62440,13534,62335,105,85,61244,61102,17991,15613,1323,12706,2907,1
201999,31DEC19,01APR19,31MAR20,190,Anaesthetics,763,604,376,387,366,536,129,54326,43628,2343,16430,27198,1
201999,31DEC19,01APR19,31MAR20,191,Pain Management,12654,12129,336,12318,11844,12592,98,77523,53120,5871,15550,37570,1
201999,31DEC19,01APR19,31MAR20,192,Critical Care Medicine,3981,2228,3975,6,3,1325,1210,819,538,117,267,271,1
201999,31DEC19,01APR19,31MAR20,199,"Non-UK Provider; specialty function not known, treatment mainly surgical",383,0,383,0,0,175,92,113,0,30,0,0,1
201999,31DEC19,01APR19,31MAR20,211,Paediatric Urology,1532,1341,559,973,892,1487,106,9149,5999,789,2270,3729,1
201999,31DEC19,01APR19,31MAR20,212,Paediatric Transplantation Surgery,32,20,20,12,3,30,10,9,6,1,0,6,1
201999,31DEC19,01APR19,31MAR20,213,Paediatric Gastrointestinal Surgery,6,4,4,2,2,5,1,6,3,0,2,1,1
201999,31DEC19,01APR19,31MAR20,214,Paediatric Trauma and Orthopaedics,1775,1534,1106,669,614,1677,455,35744,25143,3108,10284,14859,1
201999,31DEC19,01APR19,31MAR20,215,Paediatric Ear Nose and Throat,2433,2021,1024,1409,1281,2370,340,23176,15071,1785,6340,8731,1
201999,31DEC19,01APR19,31MAR20,216,Paediatric Ophthalmology,563,513,93,470,436,559,17,48841,33074,5621,8799,24275,1
201999,31DEC19,01APR19,31MAR20,217,Paediatric Maxillo-facial Surgery,355,327,159,196,187,352,111,2086,1472,123,595,877,1
201999,31DEC19,01APR19,31MAR20,218,Paediatric Neurosurgery,624,514,472,152,138,506,122,2350,1709,160,448,1261,1
201999,31DEC19,01APR19,31MAR20,219,Paediatric Plastic Surgery,1469,1315,796,673,638,1452,538,8838,6806,664,2460,4346,1
201999,31DEC19,01APR19,31MAR20,220,Paediatric Burns Care,274,235,254,20,16,266,221,2362,2030,116,443,1587,1
201999,31DEC19,01APR19,31MAR20,221,Paediatric Cardiac Surgery,273,229,270,3,3,164,18,176,156,9,57,99,1
201999,31DEC19,01APR19,31MAR20,222,Paediatric Thoracic Surgery,7,5,7,0,0,5,1,23,21,0,5,16,1
201999,31DEC19,01APR19,31MAR20,223,Paediatric Epilepsy,54,31,40,14,9,52,17,4315,3068,368,561,2507,1
201999,31DEC19,01APR19,31MAR20,241,Paediatric Pain Management,3,2,0,3,2,3,0,335,230,27,66,164,1
201999,31DEC19,01APR19,31MAR20,242,Paediatric Intensive Care,955,795,953,2,1,536,401,204,186,18,12,174,1
201999,31DEC19,01APR19,31MAR20,251,Paediatric Gastroenterology,2329,2030,453,1876,1718,2271,119,11755,7661,888,1896,5765,1
201999,31DEC19,01APR19,31MAR20,252,Paediatric Endocrinology,875,777,152,723,673,859,24,9017,6200,751,1240,4960,1
201999,31DEC19,01APR19,31MAR20,253,Paediatric Clinical Haematology,2592,2249,739,1853,1793,2497,229,7384,5774,535,844,4930,1
201999,31DEC19,01APR19,31MAR20,254,Paediatric Audiological Medicine,21,17,2,19,16,21,0,6865,4647,703,1968,2679,1
201999,31DEC19,01APR19,31MAR20,255,Paediatric Clinical Immunology and Allergy,1089,594,31,1058,574,1081,7,9643,6323,746,2573,3750,1
201999,31DEC19,01APR19,31MAR20,256,Paediatric Infectious Diseases,163,101,82,81,58,128,43,1250,964,97,318,646,1
201999,31DEC19,01APR19,31MAR20,257,Paediatric Dermatology,253,179,29,224,162,251,11,16456,10300,1415,3537,6752,1
201999,31DEC19,01APR19,31MAR20,258,Paediatric Respiratory Medicine,2007,1129,1574,433,324,1738,620,14277,9921,1215,2617,7304,1
201999,31DEC19,01APR19,31MAR20,259,Paediatric Nephrology,996,822,263,733,668,938,106,6196,4779,367,574,4205,1
201999,31DEC19,01APR19,31MAR20,260,Paediatric Medical Oncology,3687,2969,1273,2414,2237,3582,576,6799,5737,228,303,5434,1
201999,31DEC19,01APR19,31MAR20,261,Paediatric Metabolic Disease,256,182,102,154,128,249,38,1473,1002,152,166,836,1
201999,31DEC19,01APR19,31MAR20,262,Paediatric Rheumatology,1014,834,73,941,784,1005,17,5160,3696,331,758,2929,1
201999,31DEC19,01APR19,31MAR20,263,Paediatric Diabetic Medicine,130,23,112,18,18,88,67,11642,8840,817,295,8545,1
201999,31DEC19,01APR19,31MAR20,264,Paediatric Cystic Fibrosis,130,89,74,56,34,119,24,1679,1300,48,16,1284,1
201999,31DEC19,01APR19,31MAR20,280,Paediatric Interventional Radiology,91,82,29,62,58,70,0,167,124,1,25,99,1
201999,31DEC19,01APR19,31MAR20,290,Community Paediatrics,32,20,10,22,20,32,10,33913,26275,2787,7200,19075,1
201999,31DEC19,01APR19,31MAR20,291,Paediatric Neuro-disability,52,46,12,40,38,49,2,7044,4917,643,1176,3741,1
201999,31DEC19,01APR19,31MAR20,300,General Medicine,327830,87960,309415,18415,15650,234291,213098,113316,95533,5690,44256,51203,1
201999,31DEC19,01APR19,31MAR20,301,Gastroenterology,128696,108946,27292,101404,97367,107690,4310,220565,152642,17644,56362,96280,1
201999,31DEC19,01APR19,31MAR20,302,Endocrinology,11236,4413,8863,2373,2219,5369,2869,76082,50143,6211,12785,37358,1
